user_id,recommended_items
1878018,657183 784737 343377 1386412 1443706
1878643,516616 1689322 2447920 633120 2803404
1878863,2476996 589880 791304 711285 968868
1878908,1397026 474388 123002 1915584 1000086
1879901,2584486 661561 1398003 2776951 859700
1880514,359711 1014266 1809847 1084301 747099
1880524,301447 852409 132164 1073096 734193
1880677,2778525 1244196 1386412 657183 2791339
1881331,2380370 616604 241364 640635 2156445
1881611,2694051 1872827 483205 2519105 295982
1881820,1751714 1190662 1606739 1798644 2551809
1882392,2466849 2441024 2232446 158526 2237908
1882876,1021991 1774764 1861809 1137711 720941
1883079,2715203 1962431 2068452 1180667 2754862
1883312,1120949 1872184 2067015 1168877 153017
1883412,630507 2540583 216052 1119550 1786175
1884165,1959750 1815449 2488811 1699953 415358
1884797,2778525 1244196 1386412 657183 2791339
1884863,1976074 665928 964360 2381477 2322697
1885067,1012009 981065 2142741 2658626 550662
1885334,738324 1647075 2118847 401522 1553819
1885744,2181431 2781290 580895 2228821 1850618
1886012,1046702 458828 1116748 2596158 1199536
1886127,1872827 325294 1819698 1997760 1182443
1886392,2179838 2403289 1962783 1574321 409816
1886403,1162250 343377 784737 1069281 2313894
1886606,2764508 1088900 2618733 1783191 1113937
1887068,2831662 2719656 935568 1371825 771605
1887337,2778525 1244196 1386412 657183 2791339
1887407,1768024 2554014 1889273 104285 1924934
1887523,2289895 1168736 2685863 1353323 950490
1887694,1254543 673942 2462164 1670390 1994193
1888890,2086041 1147345 1398399 1835742 2774733
1889336,738110 1328208 2233815 636467 1023434
1889363,2778525 1244196 1386412 657183 2791339
1889438,196968 340770 886778 609071 2606173
1889630,2684599 175400 862199 1355332 2613463
1889815,1082580 871948 304693 2752722 1285230
1890071,2646893 1574167 919653 922033 2636278
1890399,1033241 1186259 145989 2112947 17132
1890419,1151971 535530 1060524 993792 1921445
1890542,784737 2106311 657183 1162250 1386412
1890748,1563273 1112235 392426 1971961 1011336
1890821,1620422 1453861 855529 1145489 2334070
1891278,843261 448605 1216689 2053944 2823587
1891442,2631746 2516900 2237480 2006653 1135229
1892093,964352 1724745 751551 2623483 1109340
1892376,830372 2744494 2683378 615688 2233815
1892503,1384910 768246 1745520 2778662 2709576
1893108,1708520 1462515 707413 2790395 2248218
1893599,2384351 673102 784737 1273535 576908
1893766,282920 380461 970040 2805685 1768912
1894026,1648491 1157061 725390 1690609 1111973
1894065,1600236 2407560 2152579 1890982 1856900
1894860,2322932 806439 2022309 2041177 2313341
1895181,459760 704099 717384 1023434 1636910
1895225,1470646 2564668 812241 2229410 2246316
1896434,2778525 1244196 1386412 657183 2791339
1896888,2054171 2615743 1170905 1835008 2621441
1896923,2436828 2395772 1919327 1130819 811934
1897158,665666 567560 2257516 2430982 2244770
1897332,2778525 1244196 1386412 657183 2791339
1897350,1574295 1338249 585664 1579130 966964
1897565,2117630 2393265 1732848 2312370 1988160
1897592,1679143 2459081 468120 668146 1048520
1897808,182233 853857 872187 2481419 2158566
1897931,527764 2683403 1720387 2291112 1968773
1898226,1851221 407579 2417933 257339 113384
1899067,381927 2148852 1731523 1210315 18386
1899580,77575 1956960 2232719 2073556 1237560
1899684,448986 2432544 784589 2551376 1282
1899801,508676 2310939 182233 2433732 193483
1900392,1137711 2334361 993946 1982972 1936328
1900393,1961720 2624221 923967 1585503 1979357
1901099,704419 1585438 1743879 1556774 1574798
1901280,858998 1653483 281239 215228 1171429
1901337,1397388 2258655 1447302 2410925 155532
1901461,2013365 2549854 463346 1649319 1237672
1901531,73218 1475454 1318954 999536 1031169
1901840,99523 13158 836139 318735 2651936
1902029,276300 1622860 1355739 1078888 786823
1902031,1886939 47583 460717 1173310 984114
1902090,1009296 536047 974665 1984327 1042196
1902730,2778525 1244196 1386412 657183 2791339
1903896,2778525 1244196 1386412 657183 2791339
1903934,561884 2295883 970538 2169053 1798343
1904143,2573097 1344949 11263 1189784 2237621
1904813,2778525 1244196 1386412 657183 2791339
1905068,1988160 2380370 395069 1796993 1071495
