user_id,recommended_items
737292,1835008 2621441 131076 2190835 2359303
737497,2128547 624162 2832373 681205 2650992
737587,1129597 2636594 2144986 2807404 2157047
737657,819565 2676153 739567 919099 2066526
738204,1519543 2712481 1580873 2263916 897608
738552,2252257 1758786 2283834 2153690 66855
739055,2552842 1206551 2636239 47351 516263
739358,2778525 1244196 1386412 657183 2791339
739426,472040 723096 665194 2371498 2623166
739481,2430498 1092086 2609505 483634 641945
739525,1130400 1094501 2619965 2367538 398611
739800,801479 170844 1425087 2300818 2470550
740486,2103389 951035 1488387 1581108 1248151
740610,1216515 517117 1282038 478510 1451470
740648,219500 1938039 938109 2515325 682058
740811,1967932 1451392 1070830 1119457 1384864
740989,2778525 1244196 1386412 657183 2791339
742712,1182291 2767728 547440 2713378 792623
743351,1291122 1282347 839886 1348314 1438328
743736,2778525 1244196 1386412 657183 2791339
744129,648874 2178500 2402523 2200859 1853489
744159,672639 1982461 2283695 763599 842619
744223,2778525 1244196 1386412 657183 2791339
744776,981752 2557446 1675006 146321 729842
745544,191129 1532729 375153 440569 2756545
745634,1933218 1444262 1334297 265048 1735014
746005,343377 1119495 2760702 875358 2156629
746244,2832110 2699201 1225652 63656 254458
746826,2200859 228623 2705558 1016837 1887979
747194,2229497 1975922 2633982 1200177 282824
747891,1052097 1090639 1426791 2792232 791873
748699,1527018 2192679 2601925 876529 816307
748961,1597555 2393265 2025480 2173860 306576
749042,2778525 1244196 1386412 657183 2791339
749082,2791778 2215624 1047027 1159573 738110
749863,1297289 1315106 1289931 2523703 2391945
749887,1819338 2157347 2830138 151591 1514815
749949,1598486 528650 1152820 192692 2247103
750140,2804119 1464658 2295534 2265362 2117631
750341,2035858 301671 2813111 563555 379714
750610,594119 67066 954143 2419535 640407
751019,1770012 2498458 1802135 1821956 2556639
751208,875190 1934117 1665109 2033951 2489878
751272,2103306 599025 75845 266412 2591944
751372,266412 2800818 184517 1443706 554672
752085,2473983 1155817 1705710 2374330 458367
752149,1310822 818792 1178710 1754795 2520245
752196,2778525 1244196 1386412 657183 2791339
752704,2435320 2730872 2251202 141198 842622
752913,2778525 1244196 1386412 657183 2791339
752984,1086609 2553988 1401217 2388234 2312370
753620,2778525 1244196 1386412 657183 2791339
753954,293905 865043 1175179 259359 265097
753975,2778525 1244196 1386412 657183 2791339
754239,2778525 1244196 1386412 657183 2791339
754305,266412 2031981 1776330 569889 657183
754555,2031981 1443706 2313894 1376058 1398399
754939,2423973 468120 1048520 1679143 668146
754981,2209198 2467686 2360755 851439 324274
755563,767563 2054114 1915449 2336701 1585675
755837,1545735 2217370 2158638 229906 1694283
756112,415108 814855 1001229 2454542 913857
756136,1452105 2343686 1843150 1746486 35319
756322,770613 2672526 851438 538895 2444034
756831,278359 2258800 794163 1291417 2181051
756869,1948385 1311030 2630512 2803779 832807
756918,1601488 1253223 2173188 1313941 961852
757149,1609812 987368 133665 2811350 734939
757427,2257516 1689895 2244770 54274 567560
757543,848317 1403266 1044446 2597045 1734380
757678,2171176 297900 104143 2207867 2768923
758393,2778525 1244196 1386412 657183 2791339
758654,2051773 1896704 484561 324550 2804268
758864,2020029 1211391 1850112 2286108 74537
758945,2778525 1244196 1386412 657183 2791339
759902,2112096 738394 2171176 1061715 60917
760041,226371 2321423 1009787 779190 1635606
760055,2778525 1244196 1386412 657183 2791339
760535,1330926 568329 2188370 33069 165433
760813,2791433 1387633 2638214 329967 1166136
761669,2778525 1244196 1386412 657183 2791339
761762,1771471 1556751 818486 2676450 614713
762365,1984746 1476202 2681008 691437 1060524
762426,982847 1830612 2163710 1210427 667080
762875,1455447 437920 2423893 2777806 1244196
763251,336808 1800246 2733889 1771554 2309815
763370,1447804 270333 2766962 25162 2658868
