user_id,recommended_items
1124771,1282255 1663821 2511022 1274772 615600
1125601,18386 924377 2667620 2458486 2597653
1125668,694368 1620901 1818529 1225403 2380048
1125763,1248963 1503210 1627895 819311 2276136
1125912,407086 2312213 1259871 2027081 193693
1126230,1352001 683831 531721 46844 1459471
1126463,168548 56574 1484467 1417876 2649413
1126807,657183 1695664 784737 343377 266412
1127176,2447333 2005381 2359634 1187985 678129
1127307,2397044 525743 1223649 2239174 2375004
1127401,783582 1832153 1882637 1671161 1051740
1127580,2273459 1019689 495334 323286 123061
1127749,371641 1736112 702140 588442 69826
1127864,1442935 1502494 1642769 754019 872006
1127980,869550 2700743 1863894 2402371 2201592
1128183,2778525 1244196 1386412 657183 2791339
1129109,353090 1683237 2150148 1275397 2481932
1129342,2778525 1244196 1386412 657183 2791339
1129600,318434 2034090 2262097 2070600 695864
1129717,2426590 2404094 1022144 2621291 2229497
1129848,796956 1338516 970501 505167 1472851
1129862,1394675 54274 2534752 4029 2576170
1130431,340121 1888822 712901 1074013 1776696
1130479,816928 1981831 2770369 1372882 2450694
1131423,2778525 1244196 1386412 657183 2791339
1131472,849420 44180 2214379 655997 2806701
1131558,1594666 694505 2725160 1289877 64963
1131652,535570 2586787 349853 2362308 1649627
1131807,2614865 849854 145191 1251276 143852
1132448,133567 2636095 1088987 1438606 1836683
1132726,2778525 1244196 1386412 657183 2791339
1132855,787130 1449902 2138283 1092647 2799253
1133216,1244196 1069281 1047625 2796479 784737
1133233,2117630 599863 1818555 1208350 657183
1133260,547870 2009746 1631256 2118010 2292469
1133492,669552 1350668 85611 1967011 2001549
1133955,2446414 1665109 1351805 1096422 875190
1134028,816054 657183 2315271 1121920 2740178
1134492,1624610 1323499 1723975 2648323 568996
1135387,2520396 507548 2665365 1919327 1401570
1135967,831214 964436 2802299 2805839 1919947
1136291,1095259 1974790 1592074 2516298 1799122
1136619,2142741 967740 317172 760056 2658626
1137005,498369 1316422 1767212 328312 918021
1137681,2382870 118036 124106 1786246 508968
1137684,680212 108593 1578904 1203508 2148812
1137998,1987428 1524050 2213784 378601 1533837
1138611,585883 1843 1370327 2079907 1871548
1138882,86012 2658192 1064433 2167822 1791556
1138926,1585438 1743879 790528 689373 2193375
1138951,802227 578650 2339881 972918 2051674
1139620,1375056 1960599 2407528 1242418 2170079
1140019,1847319 2787528 701204 118427 2161053
1140034,979052 1874963 592231 675660 1849329
1140234,1140869 1244196 517911 18386 924377
1140639,1235042 1866555 883268 1972132 1791528
1141062,1835008 2621441 131076 2190835 2359303
1141271,1654814 1450246 1850112 2383948 943910
1141512,1860035 1265391 1176310 1211072 2648928
1141879,2649322 2135977 971997 903101 1975912
1141896,1705173 534894 1153200 803421 2215646
1142010,555406 1534276 2128544 53378 1816811
1142044,499178 2701725 2586787 1486201 310841
1142176,1765876 949530 2065825 2394953 1057326
1142217,1475454 1446193 169040 2183446 117683
1142294,274167 37737 1359202 731841 2559644
1142758,2439277 1867503 295292 599835 870900
1143087,1724149 2358399 526513 680237 594952
1143176,1636910 826969 1329499 2550947 1250122
1143849,316139 360684 209402 2589829 1835008
1144207,26267 2573545 208236 1380363 1708039
1144262,654547 1700809 856413 1950678 631930
1144282,2705255 174408 946429 1868109 2322776
1144774,266817 2086053 1755502 1446760 922410
1145423,2778525 1244196 1386412 657183 2791339
1145578,1044451 2293269 1924180 1597166 969210
1146086,1905100 273774 1445034 1970792 1316185
1146188,922643 1088079 1533382 1370696 906155
1146338,1919327 858550 2174726 1042196 1126036
1147066,2778525 1244196 1386412 657183 2791339
1147109,1425608 778212 2438963 743383 71285
1147426,2221762 2705255 317172 2512167 1079784
1148050,27487 1229253 862575 689256 1097767
1148430,2778525 1244196 1386412 657183 2791339
1148856,823512 1508077 1364249 1524219 1156803
1148873,1579645 2113458 2369856 1592127 2335080
1149327,1361956 2293878 1966904 924800 931956
1149446,1648020 2739609 2686239 2723547 189364
1149657,131280 1848064 1980857 675428 2244218
