user_id,recommended_items
2621776,1069281 1443706 47583 554760 2796479
2621995,1884665 2369856 660815 1195671 1194598
2622091,233120 265541 2503955 1225859 1112959
2622476,723096 2662501 1185969 2348229 967007
2622666,2198378 1509943 1086608 943279 892333
2623027,310141 2632025 1442057 1354418 2450425
2623177,2778525 1244196 1386412 657183 2791339
2623274,1835008 2621441 131076 2190835 2359303
2624317,2534752 2576170 2150585 1527539 2492462
2624455,1331957 2780518 51094 1088654 2548270
2624469,1080427 707496 2563632 2123478 2141327
2624531,808613 2306574 978322 2127336 1099835
2624649,2699201 1091373 2047332 403371 1587300
2625037,1624142 1461435 502825 1040146 2576045
2625490,2282190 2649263 2521554 2133700 172937
2625751,2778525 1244196 1386412 657183 2791339
2626463,1074013 557005 1407200 712901 1151390
2626947,1988160 1350623 554226 1109355 1577312
2626997,2558698 1496315 1709384 2275089 422480
2627146,1620274 970135 1237908 1633947 1503701
2627322,2157222 2385436 835377 34336 1053542
2627379,1966116 272140 405834 541405 2255829
2627478,2778525 1244196 1386412 657183 2791339
2628596,656948 1516990 796630 1226132 2304548
2628765,970433 2817765 623539 701000 1171271
2629268,471196 2753710 2516041 2429008 347372
2629307,1271595 1818842 1346215 1774448 1590426
2629324,2581779 394641 875413 743888 15436
2629794,1139096 1902524 2448401 1720556 229352
2629983,784737 536047 661506 258455 591049
2629997,2564347 1199424 2146033 1488925 150105
2630148,925493 2612853 2049853 2656641 54444
2630619,2310939 193483 1038209 2760067 1837182
2631295,948018 1621253 548475 2716140 398342
2631302,1065465 527457 1424374 2701580 2524242
2631386,1472432 2710882 1715679 1968438 1717082
2632072,2778525 1244196 1386412 657183 2791339
2632272,2577508 1021993 1541610 1598639 2470294
2633903,2649413 2371408 27369 2577139 2683403
2634685,2684599 862199 804384 1300875 1482306
2634770,2520245 558110 39150 2544197 319848
2635772,1011512 98077 1053542 191967 335688
2635829,2778525 1244196 1386412 657183 2791339
2636084,1386412 2734883 1168736 2402843 1717754
2636240,275779 100664 702140 588442 69826
2636325,1126688 1460410 1759039 336977 2743901
2636392,569889 2629798 266412 1181698 71285
2637152,634543 9091 2313341 601601 2315902
2637294,1701345 2803 2116104 1334686 2515787
2637355,2727399 530380 37517 1174707 436652
2637877,2778525 1244196 1386412 657183 2791339
2638602,2338002 877685 2582558 2140104 2773794
2638634,2778525 1244196 1386412 657183 2791339
2639434,2595899 1288592 1620706 2740956 1994280
2639577,165162 1090129 2279821 2250703 863975
2639674,1568572 1926831 810933 695514 1957757
2640047,2250299 1687791 135794 395579 2716123
2640303,2575067 2230131 1759488 2287757 2459136
2640583,2778525 1244196 1386412 657183 2791339
2640705,1065270 1318531 1968512 34336 385584
2640826,1386412 1162250 1069281 343377 784737
2640928,2778525 1244196 1386412 657183 2791339
2640947,786549 1602867 2688718 134 848989
2641293,472040 2239159 1566657 914336 507041
2641615,1741874 329116 326585 126973 939674
2641618,2471983 2380306 2634238 2097238 2252138
2641756,2232446 2148301 604278 2057312 1586072
2641859,1353665 574598 144561 292513 1830867
2642032,2032215 558941 117687 2273772 817567
2642048,460718 2375480 826405 1623399 2282007
2642067,1835008 2621441 131076 2190835 2359303
2642569,146239 1287323 1331898 1725448 2035308
2642648,1309101 890020 705961 448787 2075960
2642722,612155 931519 526501 1025299 1852404
2643625,615688 2683378 1212118 709316 70018
2643701,2259860 2098158 1976074 665928 112354
2643722,2677636 2466095 1141064 2179651 2601568
2644306,24333 1529822 2578824 2089389 719706
2644343,77356 2103306 2625619 599025 75845
