user_id,recommended_items
367414,919163 2671295 2430982 810933 300368
367455,2778525 1244196 1386412 657183 2791339
368595,2701174 2775560 723841 2006993 2511227
368866,1102260 406835 408739 2691876 2138076
369323,1770351 920905 668185 1490074 1377776
369388,2588369 1387837 1655256 1372937 1456702
369416,760056 2142741 1424217 1656449 1290875
369649,1647075 1203065 1466890 988691 1501866
370123,51108 2432149 1708619 2798200 307565
370379,657765 1498158 1667708 1689155 1617838
370588,52197 1298192 1038319 1388757 2477706
371691,1821794 2028139 2721882 1696739 1746915
371867,33182 640626 207506 1292726 1375022
372185,2752168 991634 2411858 1904911 1253011
373576,808083 2593611 530158 1653483 2054460
374399,2086265 1612676 833426 1444616 1065538
374449,946429 2484504 2548168 2705255 799577
374495,1328208 57388 1023434 1562494 1159573
374615,1311955 1581146 2119751 1491360 2540461
374710,2423168 200945 1776471 851531 2573982
374755,137542 1993563 1294002 730103 1126358
375029,2778525 1244196 1386412 657183 2791339
375288,462493 1608544 2359957 676447 815404
375306,2014172 248636 1124220 1857507 2687682
375608,1111815 1791015 1110269 533554 2418558
375901,595216 1322738 1983327 288872 829733
375919,1864896 398471 333557 1611158 1617812
376175,350427 1258922 273524 1598358 1005461
376178,2604181 1446382 198764 1951497 1049603
376424,2613923 2523430 2528684 2425978 2638669
377134,2162828 1663416 1850507 2333314 2772802
377996,2716452 551018 94929 198258 1583803
378224,2778525 1244196 1386412 657183 2791339
378257,1437577 2053679 1231001 1535807 2607839
379874,1042292 182235 402947 2159368 1219167
380204,1774764 2369856 1814365 1021991 1442935
380266,2535992 2454411 1454707 543527 1465313
381388,2784412 1213969 2257514 2385866 108504
381862,628817 1898571 211458 1413438 1526612
381864,1149944 1061228 2034507 685748 2614674
381904,1930815 1998024 2629756 2818939 944507
382843,2382795 1414147 2596105 1840430 647899
383556,1443706 657183 2103306 92053 1519543
383628,610683 2054497 2347945 832223 314338
383719,2794883 1362357 1270857 1260602 2028460
384102,2778525 1244196 1386412 657183 2791339
384592,2252257 2283834 66855 2036548 1496682
384742,123967 387155 1731944 1313793 2469507
384810,2257516 1496156 1376065 665666 2825431
384870,1751372 574342 1634068 2105524 2672137
385900,2778525 1244196 1386412 657183 2791339
385951,2423893 714060 2564347 512253 853645
386121,2778525 1244196 1386412 657183 2791339
386183,1369814 2282915 1501048 1364790 2328018
386273,2317055 604795 189364 1447547 2686239
387369,1626770 1701454 2047332 18703 490987
387468,2778525 1244196 1386412 657183 2791339
387523,169246 1918997 83172 1288082 258748
387867,1240865 1183262 532475 803241 851820
387966,2031981 1244196 2466095 1443706 42452
387999,2704336 592481 2741243 2001101 94341
388704,2015500 931709 699707 2437007 1138866
388705,1438082 1242261 1497590 1988160 258349
388740,2233695 1448830 781630 1211265 2260968
389306,852251 568268 2430632 341870 403856
389613,1575694 2494931 2176073 2710184 1434856
389757,859993 105999 1164312 713309 1010502
389776,1978958 450489 2571911 1266023 1429221
389851,1578573 2228821 1771620 1431466 124907
390355,1435340 991634 1253011 875190 1218842
390705,2387968 73230 2551041 2219806 1479777
390747,566673 766847 787043 2085837 1750525
390753,1156824 270941 1848237 2465567 1348628
391092,802145 1212126 1744440 404631 586166
