1500787,131280 1842076 1848064 1980857 675428
1500820,2778525 1244196 1386412 657183 2791339
1500975,1536621 674319 1054489 2062331 1971458
1501942,1079838 1842144 2423973 2310294 2220227
1502499,1347243 22666 796858 149500 1881828
1503042,2778525 1244196 1386412 657183 2791339
1503197,2342287 1704346 2500091 1346114 2460449
1503525,182150 2461471 1136654 627417 649988
1503549,2778525 1244196 1386412 657183 2791339
1503860,535530 2635038 2666340 1575737 530592
1504661,252821 1955277 147908 2124008 163239
1504710,2028033 1094511 2514134 411184 1146233
1504743,1201546 208015 1410393 426324 1048436
1504983,1407337 932195 2645245 290738 1285673
1505076,2138657 914008 2259069 2795915 447733
1505305,901645 2306908 447063 1881749 226281
1505413,2345580 810933 695514 1957757 872288
1505747,888981 1132146 1047625 2796479 2750341
1506340,2778525 1244196 1386412 657183 2791339
1506533,1838670 276273 2456116 2219409 2125758
1507675,2721169 1595372 472040 1835008 2621441
1507769,947398 94359 2736798 398543 930093
1508174,2041440 547865 2198484 175163 1198532
1508209,2503671 2750341 529585 1968058 311882
1508340,2778525 1244196 1386412 657183 2791339
1508566,851876 1412019 437920 1079838 836451
1508833,2248950 37851 1788668 1359640 1969453
1508916,768260 70803 81655 1278439 1386403
1509138,2454842 1391622 105578 452334 100664
1509317,1070094 2127038 1712658 1046755 1843487
1509447,2417391 655677 2106879 2079382 967877
1509735,71285 2397769 409245 2700944 1787660
1510147,720951 2795227 898161 229989 1092104
1510274,805875 2818678 1765659 389344 2118358
1510497,2036051 1988337 107372 2364152 950490
1510772,2276118 2349156 1198380 2573562 1966333
1510865,1126688 134432 1326714 1451951 1759039
1511079,2778525 1244196 1386412 657183 2791339
1511147,1244196 2031981 2778525 42452 538069
1511168,356075 1041957 2081247 930591 243427
1511537,2066897 557005 2751248 1074013 796307
1511638,713745 2626770 815376 878997 615600
1512091,943330 1694879 2462072 1319454 1031013
1512437,1244196 1069281 1047625 2796479 784737
1513027,11872 2573545 1322390 1143278 208236
1513845,429937 2243974 1654008 340124 1797481
1513896,2778525 1244196 1386412 657183 2791339
1514140,1034726 1927864 335956 894464 381185
1514364,846665 273337 221013 2799055 1204198
1514767,2778525 1244196 1386412 657183 2791339
1514778,2670879 2315276 175978 983212 641945
1515008,2322932 2196249 806439 2313341 2764443
1515352,545669 818187 2177171 1436278 2782329
1515362,357345 2138292 63262 1464055 1052249
1515901,530276 2446414 512253 1536828 1972599
1516042,839254 2775212 2334070 1341160 64189
1516053,792654 2558997 1877438 2149139 238052
1516075,1495013 720295 1310549 312415 2042445
1516201,318434 1589858 1084245 1880627 2199944
1516501,2366261 1584138 2272558 1215156 530592
1516556,2048333 1660820 2229410 142914 2278683
1516782,2685092 540204 1241418 734729 216340
1517097,2698338 244777 1422576 986950 2489725
1517637,338251 1741874 1227876 988324 927565
1517992,300053 334780 2122917 2250103 228521
1518044,866371 1501510 1808280 1191532 1424217
1518761,1151907 518437 1945407 306921 2539065
1518856,1835008 2621441 131076 2190835 2359303
1519210,266917 448787 395069 2820720 870075
1519233,1288677 1839583 1634068 1868109 569396
1519365,2822479 980935 749846 2214379 849420
1519373,288342 1993482 2182289 1653775 1023434
