2821270, 2459186 474884 1568886 1194156 1028530 
2822474, 600612 1568291 55862 2114900 1442073 
2823258, 1849183 1973904 2194875 2373792 1734347 
2823324, 1194156 2368885 51679 2193719 2347699 
2823565, 2092656 1776314 2767091 12449 2462740 
2824019, 1129104 2813633 1619437 1040838 190406 
2824808, 1194156 541783 1837932 2491275 2699064 
2824816, 1695172 256793 1726354 2108401 1499385 
2824903, 2155531 536710 1495710 474886 2622112 
2825088, 561185 2344655 107372 1059396 259552 
2825090, 2104587 984114 2699064 1194156 333909 
2825139, 570367 2718017 991271 94912 1072781 
2826050, 1221904 513503 2134553 543957 2568628 
2826112, 2778525 1244196 1386412 657183 2791339
2826382, 348101 2778815 2762550 1847076 601899 
2827183, 1208197 771416 916637 1437597 547788 
2827376, 474639 2365695 403737 2767091 2254695 
2827771, 2365695 1457849 24572 1701156 2616539 
2827930, 2104587 547395 710080 984114 1194156 
2828095, 2365695 1971458 607638 2734091 33161 
2828933, 2443540 933269 2399374 253240 1751209 
2828964, 1603291 1933730 662019 1386790 2061398 
2829509, 950932 2221022 143703 940237 2675439 
2829802, 65610 2720106 2379102 1750890 178714 
2830358, 2254695 1710440 2104587 2365695 403737 
2830891, 474639 1194156 2599298 2104587 984114 
2831027, 278589 41126 474886 12147 2707152 
2831087, 2778525 1244196 1386412 657183 2791339
2831228, 6834 1900345 2552884 1619669 880414 
2831378, 2706476 708575 2255401 11081 955462 
2831692, 2002920 2597829 1257790 2708235 1946833 
2832765, 742085 2645280 1989823 1480251 908085 
2832985, 2778525 1244196 1386412 657183 2791339
2833330, 940364 297502 1988708 2353766 2703849 
2833703, 2778525 1244196 1386412 657183 2791339
2833981, 2239939 1270491 968865 1960460 885652 
2834040, 2111690 1218 284729 12147 36967 
2834153, 572990 1240222 710080 1366496 2726086 
2834266, 1176133 1059396 2217966 1214235 2144357 
2834770, 2327904 1194156 940364 2699064 2104587 
2834781, 307858 649120 2702898 374020 1769908 
2834838, 283635 925766 239339 2127458 1429943 
2835005, 2750512 124879 541783 267404 1618214 
2835113, 1291870 710080 547395 1366496 2831564 
2835411, 261126 786391 567288 1372274 2737048 
2836277, 1682300 1592696 200351 1199320 1828161 
2836560, 297502 1726354 2254695 51679 1271851 
2836668, 2746466 639371 2211922 1317678 1906123 
2836759, 2217966 1044078 2699064 1194156 1724905 
2836766, 1798827 1442957 1244196 1864750 146196 
