596362, 1984977 790148 2108720 2699064 938360 
596638, 944929 547395 2062331 110004 1271297 
596785, 768246 359919 1829676 2083881 2796548 
597121, 2778525 1244196 1386412 657183 2791339
597200, 2778525 1244196 1386412 657183 2791339
597875, 730450 1386412 437245 2156629 1244787 
598064, 474639 423967 600541 2087623 2620066 
598811, 864908 984114 1179626 385493 2364350 
598856, 2364350 640860 2464714 2104587 541783 
599021, 1737279 1206782 1059409 1326577 826226 
599461, 926318 1790180 1572496 2580751 1326577 
599587, 1127760 677534 2625780 1313689 1535917 
599698, 1424707 1298433 626053 1973904 2806525 
599764, 2832373 1648491 2450694 131714 1858604 
599782, 261126 1354418 2254695 574038 1372274 
599960, 1223136 1630793 2376102 1946833 2021532 
600014, 2435845 561185 2296112 2309225 256453 
600882, 2778525 1244196 1386412 657183 2791339
600938, 633222 2304548 320142 1772306 289463 
601272, 1042645 2462740 2796548 480090 1458508 
601372, 743123 358962 2379155 2120986 2128052 
601603, 1371802 899226 2739886 116018 94624 
601666, 2095400 2551513 2568628 199405 2824408 
602319, 2462740 359919 1861809 1052723 1194156 
602706, 2037477 2523402 828151 699867 1655598 
602933, 2443101 121560 428575 984114 1769908 
603001, 912904 1271851 1933730 2695889 1724905 
603199, 940364 2002920 334780 1591802 1615124 
603209, 2531619 2471525 1266139 2629285 2262139 
603225, 821165 662019 940364 1189044 1943742 
603239, 1249278 1194156 2699064 1179626 474639 
603302, 1276377 2469314 2029747 344838 2185393 
603420, 1992914 1860487 2355812 29553 223623 
603974, 2518350 1843218 463482 2401093 271936 
604023, 2699064 474228 2414728 737693 1291870 
604035, 1372274 1951319 2471434 2091905 1113407 
604607, 216319 2277799 725887 2223865 1858532 
605129, 1667970 2629285 1737112 188626 181055 
605226, 359919 2462740 2429998 1938039 896632 
605420, 1232748 463325 1464658 2164559 2695689 
605439, 273098 2365695 403737 2767091 2254695 
605777, 2705229 551925 1268927 2541597 2456150 
606119, 1857507 2400469 76343 2181616 915984 
606385, 1648491 345001 2450694 1988516 660938 
606609, 1347133 2699064 1984977 273098 2213531 
606644, 2778525 1244196 1386412 657183 2791339
606738, 2409634 1401217 1785501 620572 2650926 
606934, 1920047 2144629 2085598 844587 713502 
607467, 2778525 1244196 1386412 657183 2791339
607992, 1933730 656541 1943742 1603291 1386790 
608262, 1206782 1194156 349243 710080 2815537 
608527, 455777 866585 2710011 77395 2148602 
608541, 2004101 547395 1059396 1927770 1723630 
608813, 1789730 1445170 109330 2764508 2698909 
608861, 896842 2738120 1492901 69743 2662879 
609025, 2211445 1025788 665775 991452 2403551 
609558, 1064433 1591802 480090 547395 1356754 
609659, 1973904 2031202 2407560 2099774 2202525 
610346, 2336701 359919 225652 2447834 2085889 
610609, 2778525 1244196 1386412 657183 2791339
611257, 1754395 942253 1301129 2796548 2227078 
611279, 2699064 2104587 714142 1194156 984114 
611900, 769879 2249010 1008205 2167994 2721277 
611908, 474886 41126 56545 235581 461963 
612282, 2778525 1244196 1386412 657183 2791339
612457, 2748647 2231249 855817 2589364 2674170 
612605, 1719277 474886 1402992 2429998 1442303 
612777, 1194156 2699064 1362357 474884 474639 
612881, 2052994 2680615 2002920 1746315 824996 
612890, 2778525 1244196 1386412 657183 2791339
612983, 313851 124543 2643410 2201592 2002920 
613204, 1984977 814728 2389908 761569 1313689 
